0,2760
0,1.22
1,7.26
2,7.32
3,7.46
4,5.40
5,3.94
6,3.34
7,2.92
8,2.61
9,2.39
10,2.22
11,2.11
12,2.03
13,2.00
14,1.98
15,1.98
16,1.98
17,1.99
18,2.00
19,2.03
20,2.05
21,2.07
22,2.09
23,2.11
24,2.12
25,2.15
26,2.17
27,2.19
28,2.21
29,2.23
30,2.25
31,2.28
32,2.30
33,2.33
34,2.36
35,2.39
36,2.42
37,2.45
38,2.49
39,2.53
40,2.56
41,2.61
42,2.67
43,2.72
44,2.76
45,2.82
46,2.89
47,2.94
48,3.00
49,3.06
50,3.14
51,3.20
52,3.27
53,3.33
54,3.40
55,3.48
56,3.56
57,3.64
58,3.74
59,3.83
60,3.95
61,4.10
62,4.25
63,4.41
64,4.57
65,4.72
66,4.86
67,5.00
68,5.30
69,5.91
70,8.06
71,8.56
72,8.10
73,7.79
74,7.57
75,7.39
76,7.34
77,7.38
78,7.35
79,7.34
80,7.32
81,7.30
82,7.27
83,7.26
84,7.23
85,7.22
86,7.22
87,7.25
88,7.29
89,7.30
90,7.29
91,7.29
92,7.29
93,7.29
94,7.30
95,7.30
96,7.30
97,7.31
98,7.30
99,7.32
100,7.33
101,7.35
102,7.36
103,7.38
104,7.39
105,7.41
106,7.35
107,7.00
108,6.05
109,5.26
110,4.81
111,4.49
112,4.22
113,4.04
114,3.81
115,3.63
116,3.48
117,3.35
118,3.24
119,3.14
120,3.04
121,2.98
122,2.98
123,2.99
124,3.01
125,3.01
126,2.97
127,2.88
128,2.78
129,2.71
130,2.64
131,2.56
132,2.33
133,2.14
134,2.06
135,2.01
136,1.97
137,1.93
138,1.89
139,1.85
140,1.82
141,1.79
142,1.75
143,1.71
144,1.68
145,1.65
146,1.62
147,1.60
148,1.57
149,1.55
150,1.53
151,1.51
152,1.49
153,1.47
154,1.46
155,1.44
156,1.42
157,1.41
158,1.40
159,1.38
160,1.38
161,1.36
162,1.36
163,1.34
164,1.34
165,1.32
166,1.32
167,1.30
168,1.29
169,1.28
170,1.27
171,1.26
172,1.25
173,1.25
174,1.25
175,1.24
176,1.24
177,1.23
178,1.23
179,1.22
180,1.22
