0,600
0,1.40
1,655.35
2,655.35
3,7.12
4,4.63
5,3.42
6,3.25
7,2.90
8,2.60
9,2.39
10,2.23
11,2.12
12,2.04
13,2.00
14,1.98
15,1.98
16,1.98
17,1.98
18,1.99
19,2.00
20,2.02
21,2.04
22,2.06
23,2.08
24,2.10
25,2.12
26,2.13
27,2.15
28,2.17
29,2.19
30,2.22
31,2.25
32,2.27
33,2.29
34,2.33
35,2.36
36,2.38
37,2.41
38,2.46
39,2.49
40,2.53
41,2.57
42,2.62
43,2.65
44,2.68
45,2.72
46,2.76
47,2.82
48,2.88
49,2.95
50,3.00
51,3.06
52,3.15
53,3.23
54,3.28
55,3.30
56,3.29
57,3.25
58,3.22
59,3.27
60,3.40
61,3.55
62,3.75
63,3.89
64,4.02
65,4.11
66,4.23
67,4.56
68,5.00
69,5.48
70,6.00
71,6.25
72,6.31
73,6.36
74,6.49
75,6.84
76,7.43
77,7.82
78,8.15
79,8.53
80,8.71
81,8.81
82,8.89
83,9.02
84,655.35
85,655.35
86,655.35
87,655.35
88,655.35
89,655.35
90,655.35
91,655.35
92,655.35
93,655.35
94,655.35
95,655.35
96,655.35
97,655.35
98,655.35
99,655.35
100,655.35
101,12.08
102,11.98
103,11.15
104,9.42
105,8.28
106,7.15
107,6.17
108,5.43
109,4.99
110,4.62
111,4.36
112,4.10
113,4.00
114,4.00
115,4.01
116,3.98
117,3.88
118,3.47
119,3.15
120,3.00
121,2.92
122,2.84
123,2.78
124,2.71
125,2.63
126,2.55
127,2.47
128,2.40
129,2.35
130,2.29
131,2.24
132,2.19
133,2.14
134,2.09
135,2.04
136,2.00
137,1.96
138,1.92
139,1.88
140,1.85
141,1.82
142,1.79
143,1.75
144,1.72
145,1.68
146,1.65
147,1.62
148,1.59
149,1.57
150,1.54
151,1.52
152,1.50
153,1.48
154,1.47
155,1.45
156,1.44
157,1.42
158,1.41
159,1.39
160,1.38
161,1.37
162,1.36
163,1.34
164,1.33
165,1.32
166,1.32
167,1.31
168,1.29
169,1.28
170,1.28
171,1.27
172,1.27
173,1.26
174,1.25
175,1.25
176,1.24
177,1.23
178,1.23
179,1.22
180,1.22
