0,1440
0,1.40
1,655.35
2,655.35
3,10.18
4,5.79
5,4.41
6,3.53
7,3.00
8,2.53
9,2.13
10,1.97
11,1.87
12,1.86
13,1.87
14,1.84
15,1.83
16,1.84
17,1.84
18,1.85
19,1.87
20,1.89
21,1.91
22,1.93
23,1.91
24,1.89
25,1.89
26,1.89
27,1.91
28,1.93
29,1.96
30,1.98
31,1.99
32,2.01
33,2.03
34,2.06
35,2.09
36,2.12
37,2.16
38,2.19
39,2.21
40,2.27
41,2.48
42,2.65
43,2.71
44,2.75
45,2.80
46,2.89
47,2.98
48,3.05
49,3.08
50,3.13
51,3.18
52,3.27
53,3.35
54,3.47
55,3.64
56,3.86
57,4.05
58,4.16
59,4.29
60,4.38
61,4.39
62,4.38
63,4.40
64,4.53
65,4.68
66,4.85
67,5.02
68,5.21
69,5.48
70,5.81
71,6.10
72,6.31
73,6.46
74,6.61
75,7.07
76,7.59
77,8.00
78,8.53
79,8.79
80,8.88
81,8.92
82,655.35
83,655.35
84,655.35
85,655.35
86,655.35
87,655.35
88,20.00
89,20.00
90,20.00
91,20.00
92,20.00
93,20.00
94,20.00
95,20.00
96,655.35
97,655.35
98,655.35
99,655.35
100,12.63
101,12.47
102,11.48
103,9.55
104,8.37
105,7.37
106,6.57
107,5.88
108,5.37
109,4.87
110,4.43
111,4.09
112,3.88
113,3.80
114,3.82
115,3.80
116,3.75
117,3.66
118,3.56
119,3.25
120,2.96
121,2.81
122,2.73
123,2.66
124,2.59
125,2.51
126,2.45
127,2.39
128,2.33
129,2.28
130,2.23
131,2.17
132,2.11
133,2.06
134,2.02
135,1.98
136,1.95
137,1.91
138,1.87
139,1.83
140,1.80
141,1.76
142,1.73
143,1.70
144,1.67
145,1.64
146,1.61
147,1.60
148,1.57
149,1.55
150,1.53
151,1.52
152,1.52
153,1.52
154,1.50
155,1.47
156,1.45
157,1.42
158,1.41
159,1.39
160,1.38
161,1.38
162,1.37
163,1.37
164,1.37
165,1.35
166,1.33
167,1.32
168,1.31
169,1.29
170,1.28
171,1.27
172,1.27
173,1.26
174,1.26
175,1.25
176,1.24
177,1.24
178,1.23
179,1.23
180,1.23
