0,1080
0,1.23
1,655.35
2,655.35
3,7.75
4,4.54
5,3.97
6,3.60
7,3.20
8,2.65
9,2.40
10,2.23
11,2.23
12,2.24
13,2.20
14,2.18
15,2.17
16,2.17
17,2.18
18,2.19
19,2.21
20,2.23
21,2.27
22,2.28
23,2.27
24,2.23
25,2.17
26,2.16
27,2.17
28,2.20
29,2.22
30,2.24
31,2.27
32,2.29
33,2.32
34,2.35
35,2.37
36,2.41
37,2.44
38,2.48
39,2.51
40,2.55
41,2.60
42,2.69
43,2.88
44,3.07
45,3.14
46,3.19
47,3.23
48,3.26
49,3.28
50,3.32
51,3.39
52,3.49
53,3.59
54,3.62
55,3.60
56,3.57
57,3.61
58,3.70
59,3.81
60,3.93
61,4.07
62,4.19
63,4.24
64,4.22
65,4.19
66,4.20
67,4.33
68,4.51
69,4.67
70,4.82
71,5.05
72,5.24
73,5.52
74,5.98
75,6.79
76,7.34
77,7.64
78,7.83
79,7.94
80,8.01
81,8.20
82,8.43
83,9.33
84,10.04
85,10.18
86,655.35
87,655.35
88,655.35
89,655.35
90,20.00
91,20.00
92,20.00
93,20.00
94,20.00
95,655.35
96,655.35
97,655.35
98,655.35
99,655.35
100,11.46
101,11.37
102,10.90
103,9.19
104,7.99
105,7.19
106,6.50
107,5.84
108,5.35
109,4.94
110,4.59
111,4.31
112,4.12
113,3.90
114,3.76
115,3.61
116,3.51
117,3.39
118,3.27
119,3.24
120,3.25
121,3.26
122,3.26
123,3.15
124,2.90
125,2.48
126,2.36
127,2.34
128,2.30
129,2.23
130,2.13
131,2.05
132,2.02
133,2.01
134,1.99
135,1.96
136,1.94
137,1.90
138,1.87
139,1.84
140,1.81
141,1.78
142,1.74
143,1.71
144,1.68
145,1.65
146,1.63
147,1.60
148,1.58
149,1.56
150,1.54
151,1.52
152,1.49
153,1.48
154,1.45
155,1.43
156,1.42
157,1.40
158,1.39
159,1.38
160,1.38
161,1.37
162,1.36
163,1.35
164,1.34
165,1.33
166,1.33
167,1.31
168,1.30
169,1.29
170,1.27
171,1.27
172,1.26
173,1.25
174,1.24
175,1.23
176,1.23
177,1.23
178,1.23
179,1.22
180,1.22
