0,360
0,1.22
1,655.35
2,8.54
3,5.53
4,4.42
5,3.64
6,3.14
7,2.77
8,2.50
9,2.31
10,2.18
11,2.09
12,2.03
13,2.00
14,1.99
15,1.99
16,1.99
17,1.99
18,1.99
19,1.99
20,1.99
21,1.99
22,2.00
23,2.01
24,2.03
25,2.07
26,2.10
27,2.12
28,2.14
29,2.15
30,2.16
31,2.20
32,2.28
33,2.33
34,2.34
35,2.35
36,2.36
37,2.38
38,2.42
39,2.46
40,2.52
41,2.58
42,2.62
43,2.66
44,2.70
45,2.75
46,2.82
47,2.89
48,2.95
49,2.99
50,3.03
51,3.08
52,3.15
53,3.22
54,3.29
55,3.36
56,3.44
57,3.49
58,3.52
59,3.51
60,3.48
61,3.51
62,3.62
63,3.83
64,4.03
65,4.23
66,4.37
67,4.44
68,4.47
69,4.56
70,4.84
71,5.24
72,5.48
73,5.51
74,5.49
75,5.48
76,5.62
77,5.87
78,6.16
79,6.93
80,7.61
81,8.04
82,8.53
83,8.98
84,9.70
85,10.24
86,10.30
87,655.35
88,655.35
89,655.35
90,655.35
91,655.35
92,655.35
93,655.35
94,655.35
95,655.35
96,655.35
97,655.35
98,655.35
99,655.35
100,655.35
101,655.35
102,655.35
103,10.90
104,10.71
105,10.08
106,8.98
107,7.56
108,6.72
109,6.19
110,5.59
111,5.06
112,4.68
113,4.41
114,4.14
115,3.93
116,3.76
117,3.62
118,3.48
119,3.33
120,3.18
121,3.08
122,2.96
123,2.88
124,2.78
125,2.70
126,2.61
127,2.53
128,2.49
129,2.49
130,2.52
131,2.54
132,2.52
133,2.48
134,2.40
135,2.34
136,2.29
137,2.25
138,2.20
139,2.16
140,2.13
141,2.09
142,2.03
143,1.85
144,1.70
145,1.67
146,1.64
147,1.63
148,1.60
149,1.58
150,1.56
151,1.53
152,1.51
153,1.48
154,1.47
155,1.45
156,1.43
157,1.42
158,1.40
159,1.39
160,1.38
161,1.38
162,1.37
163,1.36
164,1.35
165,1.33
166,1.32
167,1.31
168,1.29
169,1.28
170,1.27
171,1.27
172,1.26
173,1.25
174,1.24
175,1.24
176,1.24
177,1.23
178,1.22
179,1.22
180,1.22
