0,2640
0,1.40
1,1.85
2,1.85
3,1.85
4,1.85
5,1.85
6,1.86
7,1.87
8,1.88
9,1.89
10,1.91
11,1.92
12,1.94
13,1.99
14,2.03
15,2.04
16,2.04
17,2.04
18,2.05
19,2.06
20,2.07
21,2.09
22,2.10
23,2.13
24,2.14
25,2.16
26,2.17
27,2.20
28,2.22
29,2.25
30,2.28
31,2.33
32,2.35
33,2.36
34,2.38
35,2.41
36,2.44
37,2.47
38,2.51
39,2.54
40,2.57
41,2.62
42,2.67
43,2.71
44,2.75
45,2.80
46,2.85
47,2.91
48,2.97
49,3.03
50,3.08
51,3.15
52,3.21
53,3.30
54,3.35
55,3.43
56,3.50
57,3.57
58,3.68
59,3.80
60,3.92
61,4.04
62,4.16
63,4.33
64,4.52
65,4.72
66,4.91
67,5.11
68,5.30
69,5.51
70,5.72
71,5.94
72,6.24
73,7.46
74,8.70
75,8.98
76,8.73
77,8.54
78,8.54
79,8.55
80,8.55
81,8.53
82,8.51
83,8.48
84,8.47
85,8.45
86,8.45
87,8.44
88,8.48
89,8.51
90,8.52
91,8.51
92,8.50
93,8.50
94,8.50
95,8.51
96,8.52
97,8.52
98,8.52
99,8.53
100,8.56
101,8.57
102,8.58
103,8.60
104,8.32
105,7.51
106,6.64
107,5.89
108,5.35
109,4.90
110,4.54
111,4.20
112,4.11
113,4.12
114,4.12
115,4.09
116,4.02
117,3.63
118,3.27
119,3.08
120,2.98
121,2.85
122,2.75
123,2.66
124,2.59
125,2.51
126,2.44
127,2.37
128,2.32
129,2.26
130,2.21
131,2.16
132,2.11
133,2.06
134,2.01
135,1.96
136,1.92
137,1.88
138,1.85
139,1.82
140,1.79
141,1.76
142,1.73
143,1.70
144,1.67
145,1.64
146,1.61
147,1.59
148,1.57
149,1.54
150,1.52
151,1.50
152,1.48
153,1.47
154,1.45
155,1.44
156,1.42
157,1.41
158,1.39
159,1.38
160,1.37
161,1.36
162,1.35
163,1.34
164,1.33
165,1.32
166,1.31
167,1.30
168,1.29
169,1.28
170,1.27
171,1.27
172,1.26
173,1.25
174,1.25
175,1.24
176,1.24
177,1.23
178,1.23
179,1.22
180,1.22
