0,2280
0,1.40
1,11.47
2,10.45
3,6.92
4,4.59
5,3.95
6,3.38
7,2.69
8,2.22
9,2.05
10,1.98
11,1.95
12,1.89
13,1.87
14,1.86
15,1.85
16,1.85
17,1.86
18,1.87
19,1.91
20,1.96
21,1.97
22,1.98
23,2.00
24,2.04
25,2.05
26,2.04
27,2.02
28,2.01
29,1.98
30,1.98
31,1.99
32,2.00
33,2.03
34,2.07
35,2.10
36,2.11
37,2.14
38,2.17
39,2.19
40,2.23
41,2.27
42,2.30
43,2.32
44,2.39
45,2.59
46,2.78
47,2.87
48,2.96
49,3.03
50,3.15
51,3.31
52,3.47
53,3.57
54,3.65
55,3.76
56,3.88
57,3.94
58,3.94
59,3.92
60,3.92
61,3.99
62,4.08
63,4.18
64,4.28
65,4.41
66,4.57
67,4.71
68,4.88
69,5.07
70,5.30
71,5.54
72,5.79
73,6.07
74,6.30
75,6.52
76,6.76
77,7.06
78,7.44
79,7.67
80,7.97
81,8.92
82,9.88
83,10.88
84,11.53
85,11.82
86,11.94
87,11.97
88,11.98
89,11.97
90,11.99
91,12.02
92,12.02
93,12.04
94,12.03
95,12.04
96,12.04
97,12.05
98,12.07
99,12.07
100,12.08
101,12.00
102,11.85
103,11.74
104,10.03
105,8.69
106,7.83
107,7.04
108,6.22
109,5.62
110,5.14
111,4.75
112,4.41
113,4.19
114,3.96
115,3.79
116,3.63
117,3.56
118,3.56
119,3.58
120,3.58
121,3.54
122,3.42
123,3.29
124,3.02
125,2.74
126,2.59
127,2.51
128,2.40
129,2.30
130,2.22
131,2.16
132,2.12
133,2.08
134,2.03
135,1.99
136,1.96
137,1.93
138,1.88
139,1.84
140,1.81
141,1.78
142,1.74
143,1.72
144,1.69
145,1.67
146,1.64
147,1.62
148,1.59
149,1.57
150,1.55
151,1.53
152,1.51
153,1.49
154,1.47
155,1.46
156,1.44
157,1.42
158,1.41
159,1.39
160,1.38
161,1.37
162,1.36
163,1.36
164,1.35
165,1.34
166,1.33
167,1.32
168,1.31
169,1.30
170,1.28
171,1.27
172,1.26
173,1.26
174,1.25
175,1.24
176,1.24
177,1.24
178,1.23
179,1.23
180,1.22
