0,2880
0,1.21
1,6.03
2,6.13
3,6.23
4,7.71
5,3.88
6,3.20
7,2.82
8,2.55
9,2.35
10,2.20
11,2.09
12,2.03
13,1.99
14,1.98
15,1.97
16,1.98
17,1.99
18,2.00
19,2.02
20,2.05
21,2.07
22,2.09
23,2.11
24,2.14
25,2.16
26,2.18
27,2.20
28,2.22
29,2.25
30,2.27
31,2.30
32,2.33
33,2.35
34,2.38
35,2.42
36,2.45
37,2.49
38,2.53
39,2.56
40,2.61
41,2.67
42,2.71
43,2.76
44,2.82
45,2.87
46,2.92
47,2.99
48,3.07
49,3.15
50,3.20
51,3.25
52,3.29
53,3.36
54,3.45
55,3.53
56,3.60
57,3.69
58,3.82
59,3.97
60,4.29
61,5.32
62,6.68
63,8.23
64,8.80
65,8.92
66,8.84
67,7.82
68,6.97
69,6.51
70,6.22
71,6.09
72,6.18
73,6.12
74,6.12
75,6.12
76,6.11
77,6.11
78,6.10
79,6.08
80,6.07
81,6.06
82,6.03
83,6.01
84,6.00
85,6.02
86,6.05
87,6.08
88,6.09
89,6.08
90,6.07
91,6.08
92,6.07
93,6.07
94,6.08
95,6.07
96,6.08
97,6.08
98,6.09
99,6.10
100,6.11
101,6.12
102,6.12
103,6.14
104,6.16
105,6.18
106,6.19
107,6.21
108,6.24
109,6.44
110,6.11
111,4.66
112,4.16
113,3.96
114,3.75
115,3.60
116,3.48
117,3.36
118,3.23
119,3.11
120,2.99
121,2.91
122,2.82
123,2.74
124,2.66
125,2.59
126,2.51
127,2.43
128,2.36
129,2.30
130,2.23
131,2.17
132,2.10
133,2.03
134,1.98
135,1.94
136,1.95
137,1.97
138,2.00
139,2.03
140,2.04
141,2.03
142,2.00
143,1.97
144,1.93
145,1.91
146,1.88
147,1.86
148,1.83
149,1.81
150,1.77
151,1.75
152,1.73
153,1.71
154,1.69
155,1.67
156,1.65
157,1.63
158,1.62
159,1.60
160,1.59
161,1.58
162,1.56
163,1.47
164,1.36
165,1.32
166,1.31
167,1.30
168,1.29
169,1.28
170,1.27
171,1.26
172,1.25
173,1.25
174,1.24
175,1.24
176,1.24
177,1.23
178,1.22
179,1.22
180,1.22
